,iyear,imonth,iday,country,region,provstate,city,latitude,longitude,attacktype1,attacktype2,attacktype3,targtype1,natlty1,targtype2,natlty2,targtype3,natlty3,gname,gname2,gname3,weaptype1,weaptype2,weaptype3,weaptype4,nkill,nwound,population
18492,2012,6,13,95,10,Nineveh,,"36,229574","42,236244",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,5.0,4,0.0
18493,2012,6,13,95,10,Nineveh,,"36,229574","42,236244",3,,,4,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,4,0.0
18494,2012,6,13,95,10,Nineveh,,"36,229574","42,236244",3,,,4,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,4,0.0
18499,2012,6,13,95,10,Al Anbar,Hit,"33,633896","42,832081",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,3,31901.0
18510,2012,6,14,228,10,Shabwah,Azzan,"14,326655","47,447216",2,,,21,228.0,4.0,228.0,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,15.0,7,0.0
18537,2012,6,15,60,10,North Sinai,Sadr Al-Haytan,"30,046109","33,228604",6,,,18,178.0,,,,,Bedouin tribesmen,,,5,,,,0.0,0,1.0
18558,2012,6,16,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,18.0,36,7216000.0
18559,2012,6,16,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,14.0,32,7216000.0
18577,2012,6,17,228,10,Hadramawt,Mukalla,"14,54397","49,12458",1,,,3,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,1.0,2,258132.0
18596,2012,6,18,95,10,Diyala,Baqubah,"33,74324","44,623825",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,16.0,40,152550.0
18604,2012,6,18,209,10,Hatay,Hatay,"36,204751","36,165597",9,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,13,,,,1.0,3,210000.0
18607,2012,6,18,97,10,Southern,,"30,829562","35,038816",3,2.0,,1,97.0,,,,,Mujahedeen Shura Council in the Environs of Jerusalem,Palestinian Islamic Jihad (PIJ),,6,6.0,5.0,,3.0,0,0.0
18609,2012,6,18,228,10,Adan,Aden,"12,825647","44,846416",1,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,4.0,0,1.0
18619,2012,6,19,209,10,Hakkari,Daglica,"37,377382","44,085035",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,10.0,6,0.0
18620,2012,6,19,209,10,Hakkari,Yesiltas,"37,414964","44,110826",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,9.0,5,0.0
18621,2012,6,19,209,10,Hakkari,Daglica,"37,377382","44,085035",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,9.0,5,0.0
18622,2012,6,19,155,10,West Bank,Jaba,"31,802069","35,203125",7,,,15,155.0,,,,,Israeli extremists,,,8,,,,0.0,0,801000.0
18630,2012,6,19,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",3,2.0,,7,,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,5.0,,,0.0,0,1937451.0
18690,2012,6,22,200,10,Aleppo,Darat Izzah,"36,280861","36,855766",6,2.0,,17,200.0,,,,,Free Syrian Army,,,5,,,,25.0,0,0.0
18723,2012,6,23,209,10,Bitlis,,"38,652313","42,420203",2,,,2,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,5.0,,,0.0,0,0.0
18724,2012,6,23,209,10,Tunceli,,"39,307355","39,438778",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),Turkish Communist Party/Marxist (TKP-ML),,5,,,,0.0,0,0.0
18725,2012,6,23,209,10,Tunceli,Ovacik district,"39,421437","39,428859",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,5.0,,,0.0,0,0.0
18754,2012,6,25,209,10,Tunceli,Uzuntarla,"39,165522","39,657665",3,,,20,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,0.0
18798,2012,6,27,200,10,Rif Dimashq,Drousha,"33,400948","36,131626",2,,,10,200.0,,,,,Al-Nusrah Front,,,5,,,,7.0,0,0.0
18799,2012,6,27,209,10,Siirt,Eruh district,"37,708924","42,003503",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,3.0,1,0.0
18800,2012,6,27,209,10,Siirt,Eruh district,"37,708924","42,003503",9,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,13,,,,1.0,1,0.0
18824,2012,6,28,95,10,Al Anbar,Ramadi,"33,420948","43,295662",3,,,2,95.0,3.0,95.0,14.0,95.0,Al-Qaida in Iraq,,,6,,,,3.0,6,274539.0
18834,2012,6,28,95,10,Diyala,Baqubah,"33,74324","44,623825",3,,,15,95.0,,,,,Al-Qaida in Iraq,,,6,,,,6.0,51,152550.0
18837,2012,6,28,228,10,Adan,Al-Ma'ala,"12,825647","44,846416",3,,,2,228.0,3.0,228.0,,,Southern Mobility Movement (Yemen),,,6,,,,0.0,3,1.0
18853,2012,6,29,6,10,Ouargla,Ouargla,"31,96298","5,342011",3,2.0,,3,6.0,,,,,Movement for Oneness and Jihad in West Africa (MUJAO),,,6,5.0,,,2.0,3,129402.0
18867,2012,6,29,95,10,Diyala,Khan Bani Saad,"33,571807","44,536067",2,,,17,95.0,,,,,Al-Qaida in Iraq,,,5,,,,4.0,4,0.0
18905,2012,7,1,228,10,Abyan,Lawdar,"13,887403","45,863647",3,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,1.0,3,0.0
18911,2012,7,1,95,10,Diyala,Baqubah,"33,74324","44,623825",3,,,20,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,0,152550.0
18942,2012,7,2,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",1,,,2,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,1.0,0,1937451.0
18944,2012,7,3,95,10,Al Qadisiyah,Diwaniyah,"31,98958","44,923775",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,25.0,40,318801.0
18968,2012,7,3,209,10,Tunceli,Ovacik,"39,363724","39,215531",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,0.0
18969,2012,7,2,209,10,Van,,"38,48914","43,40889",6,,,2,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,0.0,0,371713.0
18992,2012,7,4,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",1,,,3,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,0.0,0,0.0
19012,2012,7,5,209,10,Agri,Dogubeyazit district,"39,563051","44,01115",2,7.0,,14,209.0,,,,,Kurdistan Workers' Party (PKK),,,8,,,,,,0.0
19016,2012,7,6,209,10,Van,Bahcesaray,"38,126109","42,805998",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,2.0,1,3731.0
19046,2012,7,7,209,10,Diyarbakir,Topcular,"38,461126","40,401273",3,,,20,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,0.0
19108,2012,7,9,113,10,Derna,Derna,"32,760422","22,635265",3,,,14,113.0,,,,,Muslim extremists,,,6,,,,0.0,0,78782.0
19136,2012,7,11,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",3,,,3,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,11.0,20,1937451.0
19193,2012,7,14,209,10,Van,Van,"38,48914","43,40889",3,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,15,371713.0
19213,2012,7,15,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",3,,,4,228.0,14.0,228.0,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,1.0,0,1937451.0
19237,2012,7,16,228,10,Taizz,Taizz,"13,586484","44,024105",1,,,3,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,4.0,3,615222.0
19238,2012,7,16,228,10,Ad Dali,Dali,"13,702663","44,73357",6,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,9,,,,0.0,1,14760.0
19268,2012,7,17,209,10,Mersin,Akarca,"36,872311","34,414797",7,,,1,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,8.0,,,0.0,0,0.0
19274,2012,7,19,200,10,,,,,6,,,10,216.0,10.0,142.0,,,Al-Nusrah Front,,,5,,,,0.0,2,2.0
19281,2012,7,18,200,10,Damascus,Damascus,"33,515244","36,292084",1,,,2,200.0,,,,,Free Syrian Army,Liwa al-Islam,,6,,,,5.0,,1569394.0
19287,2012,7,18,228,10,Shabwah,Ataq,"14,536389","46,833056",1,,,2,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,1.0,,37315.0
19311,2012,7,19,228,10,Adan,Aden,"12,825647","44,846416",1,,,3,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,1.0,0,1.0
19319,2012,7,19,228,10,Al Bayda,Radaa,"14,413989","44,837418",2,,,2,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,1.0,0,1.0
19340,2012,7,20,228,10,Ad Dali,Dali,"13,702663","44,73357",2,,,3,228.0,,,,,Secessionists,,,6,5.0,,,0.0,3,14760.0
19352,2012,7,20,209,10,Mardin,Midyat,"37,415668","41,371505",3,,,21,95.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,76268.0
19387,2012,7,22,209,10,Hakkari,Yesiltas,"37,415294","44,110774",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,8,24631.0
19392,2012,7,22,228,10,Hadramawt,Mukalla,"14,54397","49,12458",1,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,0.0,3,258132.0
19409,2012,7,23,95,10,Saladin,Albu Slaib,"34,129853","44,362278",2,,,4,95.0,,,,,Al-Qaida in Iraq,,,6,5.0,,,15.0,4,0.0
19410,2012,7,23,95,10,Saladin,Taji,"33,540672","44,251266",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,11.0,10,8535.0
19411,2012,7,23,95,10,Saladin,Taji,"33,540672","44,251266",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,12.0,10,1.0
19412,2012,7,23,95,10,Saladin,Taji,"33,540672","44,251266",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,10.0,10,0.0
19413,2012,7,23,95,10,Saladin,Taji,"33,540672","44,251266",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,10.0,10,0.0
19414,2012,7,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Al-Qaida in Iraq,,,6,,,,3.0,31,7216000.0
19415,2012,7,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,2,95.0,,,,,Al-Qaida in Iraq,,,6,,,,12.0,22,7216000.0
19416,2012,7,23,95,10,Saladin,Tuz Khormato,"34,881348","44,62513",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,12,59886.0
19417,2012,7,23,95,10,Saladin,Tuz Khormato,"34,881348","44,62513",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,12,59886.0
19418,2012,7,23,95,10,Saladin,Tuz Khormato,"34,881348","44,62513",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,11,0.0
19419,2012,7,23,95,10,Saladin,Dujail,"33,835629","44,247406",3,,,15,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,4,26362.0
19421,2012,7,23,95,10,Saladin,Balad,"34,010471","44,148235",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,0,42088.0
19422,2012,7,23,95,10,Saladin,Balad,"34,010471","44,148235",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,0,0.0
19424,2012,7,23,95,10,Diyala,Khan Bani Saad,"33,571807","44,536067",3,,,1,95.0,,,,,Al-Qaida in Iraq,,,6,,,,5.0,20,0.0
19425,2012,7,23,95,10,Diyala,HabHab,"33,784248","44,50972",3,,,19,95.0,,,,,Al-Qaida in Iraq,,,6,,,,3.0,7,70046.0
19426,2012,7,23,95,10,Diyala,Muqdadiyah,"33,953167","44,921906",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,2.0,5,50698.0
19427,2012,7,23,95,10,Diyala,Muqdadiyah,"33,953167","44,921906",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,5,50698.0
19428,2012,7,23,95,10,Diyala,Muqdadiyah,"33,953167","44,921906",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,5,50698.0
19429,2012,7,23,95,10,Diyala,Muqdadiyah,"33,953167","44,921906",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,6,50698.0
19430,2012,7,23,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,4,95.0,14.0,95.0,,,Al-Qaida in Iraq,,,6,,,,3.0,6,2065597.0
19431,2012,7,23,95,10,Nineveh,Al-Ba'aj,"35,713266","41,760647",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,7,0.0
19432,2012,7,23,95,10,Nineveh,Jabal al-Qayyarah,"35,816667","43,266667",3,2.0,,4,95.0,,,,,Al-Qaida in Iraq,,,6,5.0,,,3.0,0,0.0
19433,2012,7,23,95,10,Nineveh,Mosul,"36,354145","43,14357",3,,,4,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,5,2065597.0
19434,2012,7,23,95,10,Kirkuk,Kirkuk,"35,45211","44,375465",3,,,21,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,4,601433.0
19435,2012,7,23,95,10,Kirkuk,Kirkuk,"35,45211","44,375465",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,4,601433.0
19436,2012,7,23,95,10,Kirkuk,Kirkuk,"35,45211","44,375465",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,4,601433.0
19437,2012,7,23,95,10,Kirkuk,Kirkuk,"35,45211","44,375465",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,4,601433.0
19438,2012,7,23,95,10,Kirkuk,Kirkuk,"35,45211","44,375465",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,1.0,3,601433.0
19439,2012,7,23,95,10,Kirkuk,Kirkuk,"35,45211","44,375465",3,,,2,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,0,1602264.0
19440,2012,7,23,95,10,Kirkuk,Kirkuk,"35,45211","44,375465",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,0,601433.0
19441,2012,7,23,95,10,Kirkuk,Dibis,"35,688611","44,109167",3,,,20,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,0,0.0
19442,2012,7,23,95,10,Kirkuk,Dibis,"35,688611","44,109167",3,,,20,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,0,0.0
19443,2012,7,23,95,10,Al Qadisiyah,Diwaniyah,"31,98958","44,923775",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,4.0,32,318801.0
19444,2012,7,23,95,10,Saladin,Albu Nemir,"34,533753","43,483738",2,,,17,95.0,,,,,Al-Qaida in Iraq,,,5,,,,2.0,1,0.0
19445,2012,7,23,95,10,Diyala,Khanaqin,"34,347343","45,383274",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,2.0,1,0.0
19446,2012,7,23,95,10,Diyala,Khanaqin,"34,347343","45,383274",2,,,4,95.0,,,,,Al-Qaida in Iraq,,,5,,,,0.0,3,0.0
19447,2012,7,23,95,10,Diyala,Baqubah,"33,74324","44,623825",3,,,17,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,7,152550.0
19448,2012,7,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,3,7216000.0
19449,2012,7,23,95,10,Saladin,Tarmiyah,"33,669689","44,381317",3,,,14,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,9,234837.0
19450,2012,7,23,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Al-Qaida in Iraq,,,6,,,,2.0,24,189624.0
19451,2012,7,23,95,10,Nineveh,,"36,229574","42,236244",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,,,0.0
19461,2012,7,23,110,10,Beqaa,Bazaliah,"34,174564","36,334869",6,,,14,110.0,,,,,Brigade of al-Mukhtar al-Thaqafi,,,5,,,,0.0,0,0.0
19500,2012,7,25,95,10,Saladin,Al-Hadid,"34,366667","43,816667",2,,,3,95.0,,,,,Al-Qaida in Iraq,,,5,,,,2.0,2,0.0
19507,2012,7,25,228,10,Abyan,Batis,"13,340718","45,297108",2,,,17,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,5.0,5,0.0
19512,2012,7,25,155,10,Gaza Strip,Kerem Shalom,"31,225078","34,271231",3,,,4,97.0,,,,,Palestinian Extremists,,,6,,,,0.0,0,10566.0
19524,2012,7,26,228,10,Hadramawt,Mukalla,"14,54397","49,12458",6,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,,,0.0
19531,2012,7,27,209,10,Diyarbakir,Lice district,"38,426625","40,670188",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,2.0,2,0.0
19532,2012,7,27,209,10,Diyarbakir,Kayacik,"38,555576","41,172132",3,,,20,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,1937451.0
19541,2012,7,27,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",3,,,14,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,1.0,0,1937451.0
19561,2012,7,29,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",6,,,7,98.0,,,,,Abida Tribe,,,5,,,,0.0,0,1937451.0
19598,2012,7,30,200,10,Aleppo,Anadan,"36,293083","37,047092",6,2.0,,4,200.0,,,,,Free Syrian Army,,,5,,,,10.0,,0.0
19599,2012,7,30,228,10,Adan,Aden,"12,825647","44,846416",1,,,4,228.0,14.0,228.0,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,0.0,3,1.0
19612,2012,7,31,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,11.0,13,7216000.0
19613,2012,7,31,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Al-Qaida in Iraq,,,6,,,,10.0,12,7216000.0
19616,2012,7,31,95,10,Baghdad,Baghdad,"33,303566","44,371773",2,,,2,95.0,,,,,Al-Qaida in Iraq,,,5,,,,,0,7216000.0
19624,2012,7,31,200,10,Aleppo,Aleppo,"36,201721","37,14352",3,,,14,200.0,,,,,Free Syrian Army,,,6,,,,2.0,0,2443203.0
19625,2012,7,31,200,10,Aleppo,Aleppo,"36,201721","37,14352",3,,,4,200.0,,,,,Free Syrian Army,,,6,,,,2.0,0,1602264.0
19627,2012,7,31,200,10,Aleppo,Aleppo,"36,201721","37,14352",9,,,4,200.0,,,,,Free Syrian Army,,,13,,,,2.0,0,1602264.0
19658,2012,8,1,155,10,Gaza Strip,Gaza,"31,502407","34,459743",3,,,20,,,,,,Hamas (Islamic Resistance Movement),,,6,,,,1.0,2,410000.0
19659,2012,8,1,228,10,Abyan,Jaar,"13,219398","45,307838",2,,,3,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,5.0,,,4.0,1,0.0
19666,2012,8,1,228,10,Abyan,Khanfar,"15,411051","48,060789",9,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,13,,,,1.0,,0.0
19673,2012,8,1,209,10,Diyarbakir,Lice,"38,457543","40,647071",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,2.0,0,16336.0
19681,2012,8,1,200,10,Aleppo,Afrin,"36,510426","36,86763",6,,,10,209.0,,,,,People's Protection Units (YPG),,,13,,,,0.0,0,48693.0
19711,2012,8,2,209,10,Siirt,Eruh district,"37,708924","42,003503",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,5.0,,,1.0,10,0.0
19712,2012,8,2,209,10,Siirt,Pervari district,"37,891282","42,623138",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,2.0,7,1066.0
19722,2012,8,3,95,10,Saladin,Dhuluiya,"34,057114","44,218292",3,,,4,95.0,,,,,Al-Qaida in Iraq,,,6,,,,4.0,4,0.0
19739,2012,8,3,209,10,Hakkari,Baglar,"37,297109","44,520634",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,,,0.0
19747,2012,8,4,228,10,Abyan,Jaar,"13,219398","45,307838",3,,,14,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,46.0,40,0.0
19768,2012,8,5,209,10,Mardin,Midyat,"37,415668","41,371505",3,,,21,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,76268.0
19770,2012,8,5,60,10,North Sinai,Rafah,"31,250196","34,24128",2,,,4,60.0,,,,,Jaljala Army,,,6,5.0,,,22.0,7,0.0
19786,2012,8,5,209,10,Hakkari,Uzumlu,"37,253699","43,528437",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,5.0,,,0.0,0,0.0
19787,2012,8,5,209,10,Hakkari,Cukurca district,"37,294346","43,673306",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,5.0,,,0.0,0,0.0
19788,2012,8,5,209,10,Hakkari,Cukurca district,"37,294346","43,673306",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,5.0,,,0.0,0,0.0
19789,2012,8,5,228,10,Shabwah,,"14,75463","46,516262",3,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,0.0,0,1.0
19813,2012,8,4,200,10,Damascus,Damascus,"33,515244","36,292084",6,,,14,94.0,,,,,Free Syrian Army,,,5,,,,0.0,0,1569394.0
19818,2012,8,5,209,10,Hakkari,Cukurca district,"37,294346","43,673306",3,2.0,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,6.0,5.0,,19.0,15,0.0
19825,2012,8,6,209,10,Diyarbakir,,"37,917104","40,230629",6,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,13,,,,,,644763.0
19879,2012,8,8,228,10,Abyan,Jaar,"13,219398","45,307838",3,,,14,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,1.0,6,0.0
19893,2012,8,8,95,10,Saladin,Baiji,"34,92485","43,491413",2,,,2,95.0,,,,,Al-Qaida in Iraq,,,5,,,,8.0,0,36454.0
19899,2012,8,9,228,10,Hadramawt,Mukalla,"14,54397","49,12458",1,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,2.0,1,258132.0
19903,2012,8,9,209,10,Izmir,Foca,"38,670426","26,756945",3,2.0,,4,209.0,,,,,Kurdistan Freedom Hawks (TAK),,,6,5.0,,,2.0,11,33000.0
19904,2012,8,9,209,10,Izmir,Foca,"38,670426","26,756945",3,,,4,209.0,,,,,Kurdistan Freedom Hawks (TAK),,,6,,,,0.0,0,33000.0
19944,2012,8,10,228,10,Hadramawt,,"16,931354","49,365315",2,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,3.0,0,1.0
19958,2012,8,11,95,10,Saladin,Amarliya,"34,726269","44,584908",2,,,14,95.0,,,,,Al-Qaida in Iraq,,,5,,,,6.0,0,0.0
19981,2012,8,12,209,10,Tunceli,Tunceli,"39,106709","39,545246",6,,,2,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,0.0,0,274539.0
19990,2012,8,12,95,10,Saladin,Amarliya,"34,726269","44,584908",2,,,14,95.0,,,,,Al-Qaida in Iraq,,,5,,,,8.0,0,0.0
19991,2012,8,12,95,10,Saladin,Amarliya,"34,726269","44,584908",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,0.0,4,0.0
20013,2012,8,13,209,10,Hakkari,,"37,54695","44,137918",6,7.0,,1,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,8.0,,,0.0,0,0.0
20018,2012,8,13,209,10,Hakkari,Baglar,"37,297109","44,520634",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,0.0
20048,2012,8,14,209,10,Hatay,Erzin,"36,953782","36,20513",2,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,0.0,2,26316.0
20049,2012,8,14,209,10,Hatay,Erzin,"36,953782","36,20513",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,0.0,0,26316.0
20060,2012,8,14,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",2,,,2,228.0,,,,,Dissident Republican Guard,,,5,,,,5.0,9,1937451.0
20072,2012,8,14,209,10,Hatay,Erzin district,"36,941277","36,154722",3,,,2,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,0,5800.0
20073,2012,8,14,60,10,North Sinai,Sheikh Zuweid,"31,1279","34,161843",2,,,21,60.0,,,,,Muslim extremists,,,5,,,,0.0,0,0.0
20076,2012,8,15,95,10,Diyala,Baqubah,"33,74324","44,623825",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,3.0,5,152550.0
20078,2012,8,15,200,10,Damascus,Damascus,"33,515244","36,292084",3,,,7,422.0,,,,,Free Syrian Army,,,6,,,,0.0,5,1569394.0
20084,2012,8,15,97,10,Southern,Eilat,"29,554548","34,947533",3,,,14,97.0,,,,,Ansar Bayt al-Maqdis (Ansar Jerusalem),,,6,,,,0.0,0,45588.0
20104,2012,8,15,228,10,Abyan,Jaar,"13,219398","45,307838",2,,,17,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,1.0,0,0.0
20122,2012,8,15,228,10,Abyan,Shoqra,"13,357599","45,69648",3,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,,,,2.0,0,0.0
20124,2012,8,15,209,10,Bitlis,Guroymak,"38,576708","42,020709",3,,,2,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,0.0,1,25826.0
20130,2012,8,16,95,10,Diyala,Husseiniyah,"33,548306","44,415733",3,,,2,95.0,,,,,Al-Qaida in Iraq,,,6,,,,6.0,32,0.0
20131,2012,8,16,155,10,West Bank,,"31,660066","35,281932",2,,,14,155.0,,,,,Israeli extremists,,,8,,,,0.0,6,6210.0
20133,2012,8,16,95,10,Kirkuk,Daquq,"35,137009","44,44664",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,3.0,5,0.0
20134,2012,8,16,95,10,Kirkuk,Daquq,"35,137009","44,44664",3,,,3,95.0,,,,,Al-Qaida in Iraq,,,6,,,,3.0,6,0.0
20135,2012,8,16,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Al-Qaida in Iraq,,,6,,,,14.0,28,7216000.0
20136,2012,8,16,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,1,95.0,,,,,Al-Qaida in Iraq,,,6,,,,13.0,28,7216000.0
