,iyear,imonth,iday,country,region,provstate,city,latitude,longitude,attacktype1,attacktype2,attacktype3,targtype1,natlty1,targtype2,natlty2,targtype3,natlty3,gname,gname2,gname3,weaptype1,weaptype2,weaptype3,weaptype4,nkill,nwound,population
30630,2015,11,27,95,10,Nineveh,Qani,"36,229574","42,236244",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,0.0
30635,2015,11,27,155,10,West Bank,Bayt Umar,"31,626705","35,104969",8,,,4,97.0,,,,,Palestinian Extremists,,,10,,,,1.0,6.0,12238.0
30636,2015,11,27,97,10,Northern,Nahariyya,"33,004219","35,092571",2,,,3,97.0,,,,,Palestinian Extremists,,,9,,,,0.0,1.0,51200.0
30639,2015,11,27,209,10,Diyarbakir,Diyarbakir,"37,922218","40,184376",2,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,3.0,644763.0
30650,2015,11,27,95,10,Al Anbar,Albu Hayat,"33,18824","40,042332",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,5.0,0.0,0.0
30658,2015,11,28,113,10,Benghazi,Benghazi,"32,069286","20,151144",3,,,14,113.0,,,,,Shura Council of Benghazi Revolutionaries,,,6,,,,2.0,12.0,0.0
30663,2015,11,28,60,10,Cairo,Sakkara,"29,905309","31,287139",2,,,3,60.0,,,,,Sinai Province of the Islamic State,,,5,,,,4.0,0.0,106841.0
30670,2015,11,28,95,10,Saladin,Hayy Aqsu,"34,880964","44,620763",3,,,3,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,6.0,15.0,59886.0
30673,2015,11,28,95,10,Al Anbar,Fallujah,"33,349159","43,784199",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,9,,,,2.0,0.0,190159.0
30675,2015,11,28,95,10,Saladin,Tarmiyah,"33,669689","44,381317",3,,,20,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,0.0,0.0
30676,2015,11,28,95,10,Kirkuk,Al-Hanshi,"35,329201","43,943679",9,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,3.0,0.0,0.0
30677,2015,11,28,95,10,Nineveh,Al-Wailiyah,"36,229574","42,236244",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,4.0,0.0,0.0
30679,2015,11,28,209,10,Diyarbakir,Sur district,"38,059761","40,388604",2,,,14,209.0,3.0,209.0,,,Kurdistan Workers' Party (PKK),,,5,,,,2.0,2.0,0.0
30684,2015,11,28,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,3.0,20.0,615222.0
30689,2015,11,28,155,10,West Bank,Bekaot,"32,243008","35,456097",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,0.0,0.0,331.0
30694,2015,11,28,228,10,Taizz,Taizz,"13,586484","44,024105",6,,,2,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,0.0,615222.0
30695,2015,11,28,200,10,Aleppo,Tanab,"36,496536","37,003462",2,,,14,200.0,,,,,Revolutionaries Army (Jaysh al-Thowwar),Al-Nusrah Front,Ahrar al-Sham,5,,,,20.0,0.0,0.0
30707,2015,11,29,155,10,West Bank,Jerusalem,"31,784838","35,224613",2,,,3,97.0,,,,,Palestinian Extremists,,,9,,,,1.0,1.0,801000.0
30715,2015,11,29,173,10,Jazan,Harath district,"16,770578","43,150917",2,,,3,173.0,,,,,Houthi extremists (Ansar Allah),,,6,5.0,,,3.0,0.0,0.0
30716,2015,11,29,173,10,Asir,,"19,096906","42,863788",2,,,3,173.0,,,,,Houthi extremists (Ansar Allah),,,5,,,,1.0,0.0,1.0
30717,2015,11,29,173,10,Jazan,,"17,475135","42,707611",3,,,14,173.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,2.0,0.0,0.0
30718,2015,11,29,155,10,West Bank,Jerusalem,"31,784838","35,224613",2,,,14,141.0,,,,,Palestinian Extremists,,,9,,,,0.0,1.0,801000.0
30736,2015,11,30,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,4,95.0,14.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,6.0,17.0,7216000.0
30738,2015,11,30,209,10,Mardin,Derik,"37,364657","40,267937",3,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,13.0,,,4.0,1.0,0.0
30739,2015,11,30,209,10,Sirnak,,"37,418748","42,491834",3,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,13.0,,,2.0,0.0,0.0
30740,2015,11,30,209,10,Sirnak,,"37,418748","42,491834",3,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,13.0,,,1.0,0.0,0.0
30754,2015,11,30,209,10,Diyarbakir,Sur district,"38,059761","40,388604",3,2.0,,2,209.0,3.0,209.0,14.0,209.0,Kurdistan Workers' Party (PKK),,,6,5.0,,,0.0,0.0,0.0
30757,2015,11,30,95,10,Al Anbar,Fallujah,"33,349159","43,784199",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,14.0,,190159.0
30759,2015,11,30,200,10,Homs,Palmyra,"34,558525","38,293671",9,,,4,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,18.0,0.0,51015.0
30772,2015,12,1,209,10,Istanbul,Istanbul,"41,106178","28,689863",3,,,14,209.0,,,,,Kurdistan Workers' Party (PKK),Islamic State of Iraq and the Levant (ISIL),,6,,,,0.0,5.0,0.0
30777,2015,12,1,155,10,West Bank,Alon Shvut,"31,646569","35,132192",2,,,14,97.0,,,,,Palestinian Extremists,,,9,,,,1.0,1.0,12238.0
30778,2015,12,1,155,10,West Bank,Einav,"32,290964","35,135741",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,1.0,0.0,7106.0
30788,2015,12,1,95,10,Kirkuk,Daquq district,"35,084499","44,323656",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,4.0,0.0
30802,2015,12,1,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,615222.0
30821,2015,12,2,209,10,Diyarbakir,Sur district,"38,059761","40,388604",2,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,1.0,0.0
30822,2015,12,2,209,10,Mardin,Mardin,"37,312903","40,733951",3,,,4,209.0,14.0,209.0,,,Kurdistan Workers' Party (PKK),,,6,,,,1.0,6.0,71373.0
30834,2015,12,2,228,10,Abyan,Jaar,"13,219398","45,307838",3,2.0,,17,228.0,14.0,228.0,,,Al-Qaida in the Arabian Peninsula (AQAP),,,6,5.0,,,12.0,,0.0
30835,2015,12,2,228,10,Abyan,Zinjibar,"13,129726","45,385571",9,,,17,228.0,14.0,228.0,,,Al-Qaida in the Arabian Peninsula (AQAP),,,13,,,,,,19879.0
30838,2015,12,2,228,10,Hadramawt,Seiyun,"15,940011","48,789753",6,,,14,228.0,,,,,Hadramawt Province of the Islamic State,,,13,,,,2.0,0.0,1281.0
30842,2015,12,3,95,10,Nineveh,Mosul,"36,354145","43,14357",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,2.0,0.0,2065597.0
30844,2015,12,3,95,10,Saladin,Samarra district,"34,166004","43,905515",3,,,1,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,1.0,158508.0
30845,2015,12,3,95,10,Saladin,Samarra district,"34,166004","43,905515",3,,,15,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,6.0,158508.0
30846,2015,12,3,95,10,Saladin,Samarra district,"34,200505","43,887076",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,5.0,158508.0
30849,2015,12,3,95,10,Diyala,Madain,"33,100529","44,584492",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,0.0,0.0
30862,2015,12,3,155,10,West Bank,Jerusalem,"31,784838","35,224613",2,,,3,97.0,,,,,Palestinian Extremists,,,9,,,,1.0,1.0,801000.0
30863,2015,12,3,155,10,West Bank,Jerusalem,"31,784838","35,224613",2,,,4,97.0,14.0,97.0,,,Al-Aqsa Martyrs Brigade,,,5,,,,1.0,2.0,801000.0
30864,2015,12,3,155,10,West Bank,Psagot,"31,900337","35,22467",2,,,14,97.0,,,,,Palestinian Extremists,,,5,,,,0.0,0.0,38192.0
30865,2015,12,3,95,10,Al Anbar,Fallujah,"33,349159","43,784199",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,,,2.0,3.0,190159.0
30881,2015,12,4,95,10,Kirkuk,Hawijah,"35,326122","43,780811",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,2.0,0.0,0.0
30882,2015,12,4,95,10,Kirkuk,Hawijah,"35,326122","43,780811",9,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,3.0,0.0,0.0
30885,2015,12,4,95,10,Al Anbar,Hamidhiyah,"33,456459","43,392872",3,,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,15.0,11.0,0.0
30889,2015,12,4,95,10,Baghdad,Baghdad,"33,303566","44,371773",9,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,1.0,0.0,7216000.0
30896,2015,12,4,155,10,West Bank,Abud,"32,016539","35,068807",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,1.0,1.0,5441.0
30897,2015,12,4,155,10,West Bank,Hebron,"31,530243","35,094162",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,2.0,1.0,160470.0
30898,2015,12,4,155,10,West Bank,Ofra,"31,955101","35,260324",8,,,4,97.0,,,,,Palestinian Extremists,,,10,,,,1.0,2.0,7006.0
30900,2015,12,4,95,10,Al Anbar,Ramadi,"33,420948","43,295662",3,,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,15.0,12.0,274539.0
30916,2015,12,5,95,10,Diyala,Baqubah,"33,74324","44,623825",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,0.0,152550.0
30917,2015,12,5,95,10,Diyala,Baqubah,"33,74324","44,623825",3,,,3,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,2.0,152550.0
30924,2015,12,5,113,10,Tripoli,Tripoli,"32,867867","13,189067",2,,,4,113.0,,,,,Tripoli Province of the Islamic State,,,5,,,,1.0,0.0,1150989.0
30927,2015,12,5,228,10,Adan,Shaykh Uthman,"12,867085","44,981911",1,,,2,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,4.0,0.0,0.0
30928,2015,12,5,228,10,Adan,Aden,"12,825647","44,846416",1,,,4,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,5,,,,1.0,0.0,1.0
30931,2015,12,5,209,10,Sirnak,Cizre district,"37,333802","42,185436",2,,,4,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,2.0,2.0,80992.0
30932,2015,12,5,209,10,Diyarbakir,Sur district,"38,059761","40,388604",2,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0.0,0.0
30944,2015,12,6,95,10,Nineveh,Mosul,"36,354145","43,14357",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,9,,,,1.0,1.0,2065597.0
30945,2015,12,6,95,10,Al Anbar,Fallujah,"33,349159","43,784199",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,9,,,,0.0,7.0,190159.0
30950,2015,12,6,228,10,Adan,Aden,"12,825647","44,846416",1,,,2,228.0,,,,,Adan-Abyan Province of the Islamic State,Houthi extremists (Ansar Allah),,6,,,,7.0,3.0,1.0
30953,2015,12,6,60,10,North Sinai,Arish,"31,126646","33,800865",3,,,3,60.0,,,,,Sinai Province of the Islamic State,,,6,,,,1.0,4.0,128855.0
30957,2015,12,6,97,10,Jerusalem,Jerusalem,"31,771599","35,2034",2,,,3,97.0,14.0,97.0,,,Palestinian Extremists,,,9,10.0,,,1.0,2.0,801000.0
30972,2015,12,7,95,10,Saladin,Tarmiyah,"33,669689","44,381317",3,,,17,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,3.0,0.0
30981,2015,12,7,209,10,Diyarbakir,Diyarbakir,"37,922218","40,184376",7,,,15,209.0,13.0,209.0,,,Kurdistan Workers' Party (PKK),,,8,,,,0.0,0.0,644763.0
30991,2015,12,7,228,10,Hadramawt,Mukalla,"14,54397","49,12458",6,,,8,228.0,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,13,,,,0.0,0.0,258132.0
31004,2015,12,8,60,10,North Sinai,Rafah,"31,250196","34,24128",3,,,4,60.0,,,,,Sinai Province of the Islamic State,,,6,,,,4.0,4.0,0.0
31009,2015,12,8,209,10,Mardin,Nusaybin,"37,080181","41,220196",2,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,2.0,88977.0
31012,2015,12,8,95,10,Al Anbar,Albu Faraj,"33,449772","43,29578",3,,,17,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,,,8.0,12.0,274539.0
31013,2015,12,8,95,10,Saladin,Tikrit,"34,924488","43,808836",9,,,1,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,13,,,,4.0,0.0,1.0
31015,2015,12,7,155,10,West Bank,Hebron,"31,530243","35,094162",2,,,14,97.0,,,,,Palestinian Extremists,,,9,,,,2.0,0.0,160470.0
31023,2015,12,9,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,3,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,1.0,4.0,7216000.0
31024,2015,12,9,95,10,Nineveh,Mosul,"36,354145","43,14357",6,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,9,,,,1.0,0.0,2065597.0
31025,2015,12,12,95,10,Saladin,Albu Ubayd,"34,646884","43,714248",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,2.0,42477.0
31029,2015,12,9,228,10,Adan,Aden,"12,825647","44,846416",3,,,15,228.0,,,,,Adan-Abyan Province of the Islamic State,Al-Qaida in the Arabian Peninsula (AQAP),,6,,,,0.0,0.0,1.0
31035,2015,12,9,209,10,Diyarbakir,Sur district,"38,059761","40,388604",2,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0.0,0.0
31036,2015,12,9,60,10,North Sinai,Arish,"31,126646","33,800865",3,,,3,60.0,,,,,Sinai Province of the Islamic State,,,6,,,,0.0,0.0,128855.0
31038,2015,12,9,60,10,North Sinai,Rafah,"31,250196","34,24128",2,,,4,60.0,,,,,Muslim extremists,,,5,,,,1.0,0.0,0.0
31041,2015,12,9,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,15,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,12.0,20.0,7216000.0
31043,2015,12,9,155,10,West Bank,,"31,94657","35,302723",1,,,14,97.0,,,,,Palestinian Extremists,,,5,,,,0.0,2.0,6692.0
31044,2015,12,9,155,10,West Bank,Hebron,"31,530243","35,094162",2,,,2,97.0,4.0,97.0,,,Palestinian Extremists,,,9,,,,1.0,2.0,160470.0
31061,2015,12,10,113,10,Benghazi,Benghazi,"32,069286","20,151144",3,,,4,113.0,,,,,Barqa Province of the Islamic State,,,6,,,,1.0,1.0,0.0
31075,2015,12,10,200,10,Al Hasakah,Tall Tamr,"36,657269","40,37056",3,,,14,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,8.0,34.0,0.0
31076,2015,12,10,200,10,Al Hasakah,Tall Tamr,"36,657269","40,37056",3,,,1,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,8.0,34.0,0.0
31077,2015,12,10,200,10,Al Hasakah,Tall Tamr,"36,657269","40,37056",3,,,17,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,9.0,33.0,0.0
31080,2015,12,10,95,10,Al Anbar,Ramadi,"33,420948","43,295662",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,14.0,,274539.0
31081,2015,12,10,95,10,Al Anbar,Ramadi,"33,420948","43,295662",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,15.0,,274539.0
31083,2015,12,10,155,10,West Bank,Kfar Luban,"32,036083","35,038277",8,,,4,97.0,,,,,Hamas (Islamic Resistance Movement),,,10,,,,0.0,4.0,3566.0
31092,2015,12,10,209,10,Sirnak,Cizre,"37,332346","42,185474",6,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,0.0,0.0,80992.0
31105,2015,12,11,110,10,Beqaa,Beqaa district,"34,012545","36,173733",6,,,2,113.0,,,,,Ansar al-Imam Musa al-Sadr,,,5,,,,0.0,0.0,0.0
31119,2015,12,11,155,10,West Bank,Jenin,"32,460617","35,301247",2,,,4,97.0,,,,,Palestinian Extremists,,,5,,,,0.0,1.0,34730.0
31120,2015,12,11,155,10,West Bank,Halhul,"31,578413","35,102066",8,,,4,97.0,,,,,Palestinian Extremists,,,10,,,,1.0,0.0,21076.0
31130,2015,12,12,95,10,Al Anbar,Nukhayb,"32,04298","42,254261",3,,,3,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,7.0,10.0,0.0
31145,2015,12,12,200,10,Homs,Homs,"34,717705","36,722824",3,,,14,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,11.0,35.0,775404.0
31146,2015,12,12,200,10,Homs,Homs,"34,717705","36,722824",3,,,14,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,12.0,35.0,775404.0
31148,2015,12,12,60,10,North Sinai,Rafah,"31,250196","34,24128",3,,,4,60.0,,,,,Sinai Province of the Islamic State,,,6,,,,3.0,0.0,0.0
31157,2015,12,12,228,10,Amanat Al Asimah,Sanaa,"15,325443","44,211895",2,,,7,155.0,,,,,Houthi extremists (Ansar Allah),,,5,,,,0.0,1.0,1937451.0
31160,2015,12,13,95,10,Babil,Yusufiyah,"33,07835","44,254719",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,7.0,0.0
31168,2015,12,13,113,10,Sirte,,"30,15058","16,912251",6,,,14,136.0,,,,,Tripoli Province of the Islamic State,,,9,,,,1.0,0.0,1.0
31169,2015,12,13,113,10,Sirte,,"30,15058","16,912251",6,,,14,155.0,,,,,Tripoli Province of the Islamic State,,,5,,,,1.0,0.0,1.0
31171,2015,12,13,95,10,Nineveh,Kasik,"36,469528","42,670578",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,13.0,,,,0.0
31172,2015,12,13,113,10,Benghazi,Benghazi,"32,069286","20,151144",2,,,4,113.0,,,,,Barqa Province of the Islamic State,,,5,,,,1.0,0.0,0.0
31186,2015,12,13,200,10,Damascus,Damascus,"33,515244","36,292084",3,,,14,200.0,,,,,Muslim extremists,,,6,,,,1.0,3.0,1569394.0
31190,2015,12,13,200,10,Damascus,Damascus,"33,515244","36,292084",3,,,14,200.0,,,,,Muslim extremists,,,6,,,,0.0,1.0,1569394.0
31191,2015,12,13,200,10,Damascus,Damascus,"33,515244","36,292084",3,,,14,200.0,,,,,Muslim extremists,,,6,,,,2.0,4.0,1569394.0
31194,2015,12,13,155,10,West Bank,Kiryat Arba,"31,529734","35,118225",2,,,14,97.0,,,,,Palestinian Extremists,,,9,,,,0.0,1.0,160470.0
31209,2015,12,14,113,10,Sirte,Sirte,"31,197586","16,586681",6,,,14,113.0,,,,,Tripoli Province of the Islamic State,,,9,,,,0.0,1.0,128123.0
31217,2015,12,14,97,10,Jerusalem,Jerusalem,"31,771599","35,2034",8,,,19,97.0,,,,,Hamas (Islamic Resistance Movement),,,10,,,,0.0,14.0,801000.0
31218,2015,12,14,95,10,Al Anbar,Albu Faraj,"33,449772","43,29578",3,2.0,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,5.0,,,25.0,,274539.0
31219,2015,12,14,95,10,Al Anbar,Ramadi,"33,420948","43,295662",3,,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,16.0,,274539.0
31220,2015,12,14,228,10,Taizz,,"13,413319","43,627508",3,,,4,422.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,24.0,,90.0
31239,2015,12,15,209,10,Diyarbakir,Silvan district,"38,141225","41,012807",3,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,6,,,,3.0,3.0,65956.0
31240,2015,12,14,209,10,Sirnak,Cizre,"37,332346","42,185474",2,,,1,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0.0,80992.0
31244,2015,12,15,95,10,Al Anbar,Albu Faraj,"33,449772","43,29578",3,,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,2.0,274539.0
31245,2015,12,15,95,10,Al Anbar,Ramadi,"33,420948","43,295662",3,,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,3.0,2.0,274539.0
31246,2015,12,15,95,10,Al Anbar,Albu Diab,"33,448437","43,26757",3,,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,3.0,2.0,0.0
31247,2015,12,16,209,10,Sirnak,Cizre,"37,332346","42,185474",2,,,3,209.0,,,,,Kurdistan Workers' Party (PKK),,,5,,,,1.0,0.0,80992.0
31259,2015,12,15,95,10,Nineveh,Duwayzat,"36,356648","43,164",2,,,17,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,6.0,0.0,0.0
31261,2015,12,15,97,10,Central,Modiin,"31,898909","35,009003",8,,,1,97.0,1.0,155.0,,,Palestinian Extremists,,,9,,,,0.0,2.0,88749.0
31264,2015,12,15,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,3.0,8.0,615222.0
31265,2015,12,15,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,4.0,7.0,615222.0
31266,2015,12,15,228,10,Taizz,Al-Jamhaliyah,"13,411003","43,627374",3,,,17,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,7.0,90.0
31267,2015,12,15,228,10,Taizz,Mount Sabr district,"13,548424","44,052176",3,,,4,228.0,17.0,228.0,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,615222.0
31268,2015,12,15,228,10,Marib,Mas,"15,819648","45,084788",9,,,17,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,15.0,20.0,0.0
31269,2015,12,15,60,10,North Sinai,Arish,"31,126646","33,800865",3,,,3,60.0,,,,,Sinai Province of the Islamic State,,,6,,,,0.0,1.0,128855.0
31271,2015,12,15,228,10,Taizz,Taizz,"13,586484","44,024105",9,,,8,228.0,,,,,Houthi extremists (Ansar Allah),,,13,,,,0.0,0.0,615222.0
31288,2015,12,16,95,10,Muthanna,Al-Basiyah,"30,11385","46,108814",6,,,2,164.0,14.0,999.0,,,Kata'ib al-Imam Ali,,,5,,,,0.0,0.0,0.0
31295,2015,12,16,200,10,Idlib,Idlib,"35,928802","36,631451",2,,,14,200.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,1.0,0.0,128840.0
31296,2015,12,16,97,10,Southern,Ein HaShlosha,"31,348022","34,491093",3,,,4,97.0,,,,,Palestinian Extremists,,,6,,,,0.0,3.0,0.0
31297,2015,12,16,95,10,Nineveh,Bashiqah,"36,447495","43,351059",3,,,17,95.0,4.0,209.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,2.0,4.0,0.0
31300,2015,12,16,95,10,Al Anbar,Amiriyat al-Fallujah,"33,163559","43,863106",2,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,5.0,0.0,0.0
31301,2015,12,16,95,10,Al Anbar,Albu Hawa,"33,164486","43,864934",2,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,5.0,0.0,0.0
31302,2015,12,16,95,10,Baghdad,Baghdad,"33,303566","44,371773",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,6.0,9.0,7216000.0
31303,2015,12,16,95,10,Nineveh,Mosul,"36,354145","43,14357",3,2.0,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,5.0,,9.0,4.0,2065597.0
31304,2015,12,16,95,10,Nineveh,Mosul,"36,354145","43,14357",3,2.0,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,5.0,,9.0,4.0,2065597.0
31305,2015,12,16,95,10,Nineveh,Mosul,"36,354145","43,14357",3,2.0,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,5.0,,9.0,5.0,2065597.0
31309,2015,12,16,228,10,Taizz,Taizz,"13,586484","44,024105",3,,,14,228.0,,,,,Houthi extremists (Ansar Allah),,,6,,,,0.0,0.0,615222.0
31317,2015,12,17,95,10,Diyala,Rashidiyah,"33,542351","44,365334",3,,,1,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,2.0,6.0,0.0
31319,2015,12,17,95,10,Saladin,Mukashafah,"34,365089","43,74522",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,,,5.0,16.0,0.0
31320,2015,12,17,95,10,Saladin,Samarra,"34,208416","43,890713",3,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,6.0,13.0,,24.0,,158508.0
31321,2015,12,17,95,10,Nineveh,Bashiqah,"36,447495","43,351059",3,,,17,95.0,4.0,209.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,0.0,3.0,0.0
31322,2015,12,17,95,10,Kirkuk,Bashir,"35,244621","44,275486",2,,,14,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,5,,,,5.0,1.0,0.0
31333,2015,12,17,60,10,North Sinai,Arish,"31,126646","33,800865",3,,,3,60.0,,,,,Sinai Province of the Islamic State,,,6,,,,0.0,1.0,128855.0
31337,2015,12,18,173,10,Najran,Najran,"17,554939","44,232357",3,,,14,173.0,,,,,Supporters of Ali Abdullah Saleh,,,6,,,,0.0,0.0,0.0
31339,2015,12,17,155,10,West Bank,Hawara,"32,154514","35,258553",2,,,4,97.0,,,,,Palestinian Extremists,,,9,,,,1.0,0.0,8535.0
31340,2015,12,17,95,10,Al Anbar,Fallujah,"33,349159","43,784199",3,,,4,95.0,17.0,95.0,,,Islamic State of Iraq and the Levant (ISIL),,,6,,,,4.0,5.0,190159.0
31341,2015,12,17,95,10,Nineveh,Al-Khazer,"36,229574","42,236244",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,15.0,16.0,0.0
31343,2015,12,17,95,10,Nineveh,Baaj,"36,045059","41,716717",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,,,0.0
31344,2015,12,17,95,10,Nineveh,Dumez Sinjar,"36,314216","41,862443",3,,,4,95.0,,,,,Islamic State of Iraq and the Levant (ISIL),,,6,13.0,,,,,38294.0
